Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome composition,Host Source
10215,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Lucerne Australian latent virus,E,lucerne Australian latent virus,LALV,NA,NA,No entry in Genbank,ssRNA(+),plants
10216,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Melon mild mottle virus,E,melon mild mottle virus,MMMoV,Japan/Tottori,RNA-1: AB518485; RNA-2: AB518486,Complete genome,ssRNA(+),plants
10217,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Mulberry mosaic leaf roll associated virus,E,mulberry mosaic leaf roll associated virus,MMLRaV,zj,RNA-1: KC904083; RNA-2: KC904084,Complete genome,ssRNA(+),plants
10218,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Mulberry ringspot virus,E,mulberry ringspot virus,MRSV,NA,NA,No entry in Genbank,ssRNA(+),plants
10219,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Myrobalan latent ringspot virus,E,myrobalan latent ringspot virus,MLRSV,NA,NA,No entry in Genbank,ssRNA(+),plants
10220,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Nepovirus CawYV,E,caraway yellows virus,JKI 27894CawYV,NA,"MK492273, MK492274",Complete genome,ssRNA(+),plants
10221,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Nepovirus GNVA,E,grapevine nepovirus A,125GNVA,NA,"MT507290, MT507291",Complete genome,ssRNA(+),plants
10222,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Nepovirus GSPNeV,E,green Sichuan pepper nepovirus,ZPNe1GSPNeV,NA,"MH323435, MH323434",Complete genome,ssRNA(+),plants
10223,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Nepovirus PCMoV,E,petunia chlorotic mottle virus,Brats01PCMoV,NA,"KX812815, KX812816",Complete genome,ssRNA(+),plants
10224,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Nepovirus PoLNVA,E,poaceae Liege nepovirus A,AntheitPolPNVA,NA,"MW289235, MW289236",Complete genome,ssRNA(+),plants
10225,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Nepovirus RCNA,E,red clover nepovirus A,B46RCNA,NA,"MG253828, MG253829",Complete genome,ssRNA(+),plants
10226,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Olive latent ringspot virus,E,olive latent ringspot virus,OLRSV,Italy,AJ277435,Partial genome,ssRNA(+),plants
10227,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Peach rosette mosaic virus,E,peach rosette mosaic virus,PRMV,43771,RNA-1: KY646466; RNA-2: KJ572573,Complete genome,ssRNA(+),plants
10228,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Potato black ringspot virus,E,potato black ringspot virus,PBRSV,PRI-Ec,RNA-1: KC832887; RNA-2: KC832892,Complete genome,ssRNA(+),plants
10229,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Potato virus B,E,potato virus B,PVB,Pasco-01,RNA-1: KX656670; RNA-2: KX656671,Complete genome,ssRNA(+),plants
10230,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Potato virus U,E,potato virus U,PVU,NA,NA,No entry in Genbank,ssRNA(+),plants
10231,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Raspberry ringspot virus,E,raspberry ringspot virus,RpRSV,cherry,RNA-1: AY303787; RNA-2: AY303788,Complete genome,ssRNA(+),plants
10232,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Soybean latent spherical virus,E,soybean latent spherical virus,SLSV,ND1,RNA-1: KX424571; RNA-2: KX424572,Complete genome,ssRNA(+),plants
10233,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Tobacco ringspot virus,E,tobacco ringspot virus,TRSV,SK,RNA-1: U50869; RNA-2: AY363727,Complete genome,ssRNA(+),plants
10234,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Tomato black ring virus,E,tomato black ring virus,TBRV,MJ,RNA-1: AY157993; RNA-2: AY157994,Complete genome,ssRNA(+),plants
10235,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,Comovirinae,Nepovirus,NA,Tomato ringspot virus,E,tomato ringspot virus,ToRSV,Rasberry,RNA-1: L19655; RNA-2: D12477,Complete genome,ssRNA(+),plants
10236,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Cheravirus,NA,Apple latent spherical virus,E,apple latent spherical virus,ALSV,Yoshikawa,RNA-1: AB030940; RNA-2: AB030941,Complete genome,ssRNA(+),plants
10237,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Cheravirus,NA,Arracacha virus B,E,Arracacha virus B,AVB,PV-0082 Peru,RNA-1: JQ437415; RNA-2: JQ581051,Complete genome,ssRNA(+),plants
10238,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Cheravirus,NA,Cherry rasp leaf virus,E,cherry rasp leaf virus,CRLV,potato USA,RNA-1: AJ621357; RNA-2: AJ621358,Complete genome,ssRNA(+),plants
10239,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Cheravirus,NA,Currant latent virus,E,currant latent virus,CuLV,Hol9/6,RNA-1: KT692952; RNA-2: KT692953,Complete genome,ssRNA(+),plants
10240,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Cheravirus,NA,Stocky prune virus,E,stocky prune virus,StPV,Brugeres,RNA-1: DQ143874; RNA-2: DQ143875,Partial genome,ssRNA(+),plants
10241,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sadwavirus,Cholivirus,Chocolate lily virus A,E,chocolate lily virus A,CLVA,CLVA-KP2,RNA-1: JN052073; RNA-2: JN052074,Complete genome,ssRNA(+),plants
10242,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sadwavirus,Cholivirus,Dioscorea mosaic associated virus,E,Dioscorea mosaic associated virus,DMaV,DMaV-goiana,RNA-1: KU215538; RNA-2: KU215539,Complete genome,ssRNA(+),plants
10243,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sadwavirus,Cholivirus,Sadwavirus PSVA,E,pineapple secovirus A,HANA187PSVA,NA,"MN809923, MN809924",Complete genome,ssRNA(+),plants
10244,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sadwavirus,Satsumavirus,Satsuma dwarf virus,E,satsuma dwarf virus,SDV,SDV-S58,RNA-1: AB009958; RNA-2: AB009959,Complete genome,ssRNA(+),plants
10245,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sadwavirus,Stramovirus,Black raspberry necrosis virus,E,black raspberry necrosis virus,BRNV,BRNV-Alyth,RNA-1: DQ344639; RNA-2: DQ344640,Complete genome,ssRNA(+),plants
10246,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sadwavirus,Stramovirus,Sadwavirus LSV1,E,lettuce secovirus 1,LSV-1LSV1,NA,"KX925437, KX925438",Partial genome,ssRNA(+),plants
10247,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sadwavirus,Stramovirus,Strawberry mottle virus,E,strawberry mottle virus,SMoV,SMoV-NsPer3,RNA-1: AJ311875; RNA-2: AJ311876,Complete genome,ssRNA(+),plants
10248,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sequivirus,NA,Carrot necrotic dieback virus,E,carrot necrotic dieback virus,CNDV,Anthriscus,EU980442,Complete genome,ssRNA(+),plants
10249,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sequivirus,NA,Dandelion yellow mosaic virus,E,dandelion yellow mosaic virus,DaYMV,DSM2,DQ675189,Partial genome,ssRNA(+),plants
10250,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sequivirus,NA,Parsnip yellow fleck virus,E,parsnip yellow fleck virus,PYFV,P121,D14066,Complete coding genome,ssRNA(+),plants
10251,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Sequivirus,NA,Sequivirus LSMV,E,lettuce star mosaic virus,JG1-BLSMV,NA,MT348706,Complete genome,ssRNA(+),plants
10252,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Stralarivirus,NA,Stralarivirus LycMoV,E,lychnis mottle virus,AndongLycMoV,NA,"KR011032, KR011033",Complete genome,ssRNA(+),plants
10253,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Stralarivirus,NA,Stralarivirus SLRSV,E,strawberry latent ringspot virus,SLRSV,NCGR MEN 454.001,RNA-1: AY860978; RNA-2: AY860979,Complete genome,ssRNA(+),plants
10254,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Torradovirus,NA,Carrot torradovirus 1,E,carrot torradovirus 1,CaTV1,H6,RNA-1: KF533719; RNA-2: KF533720,Complete genome,ssRNA(+),plants
10255,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Torradovirus,NA,Lettuce necrotic leaf curl virus,E,lettuce necrotic leaf curl virus,LNLCV,5317015,RNA-1: KC855266; RNA-2: KC855267,Complete genome,ssRNA(+),plants
10256,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Torradovirus,NA,Motherwort yellow mottle virus,E,motherwort yellow mottle virus,MYMoV,AD01,RNA-1: KM229700; RNA-2: KM229701,Complete genome,ssRNA(+),plants
10257,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Torradovirus,NA,Squash chlorotic leaf spot virus,E,squash chlorotic leaf spot virus,SCLSV,Su12-10,RNA-1: KU052530; RNA-2: KU052531,Complete genome,ssRNA(+),plants
10258,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Torradovirus,NA,Tomato marchitez virus,E,tomato marchitez virus,ToMarV,PRI-0601,RNA-1: EF681764; RNA-2: EF681765,Complete genome,ssRNA(+),plants
10259,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Torradovirus,NA,Tomato torrado virus,E,tomato torrado virus,ToTV,PRI-0301,RNA-1: DQ388879; RNA-2: DQ388880,Complete genome,ssRNA(+),plants
10260,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Anthriscus yellows virus,E,Anthriscus yellows virus,AYV,NA,NA,No entry in Genbank,ssRNA(+),plants
10261,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Bellflower vein chlorosis virus,E,bellflower vein chlorosis virus,BVCV,CT1,KT238881,Complete genome,ssRNA(+),plants
10262,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Maize chlorotic dwarf virus,E,maize chlorotic dwarf virus,MCDV,TN,U67839,Complete genome,ssRNA(+),plants
10263,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Rice tungro spherical virus,E,rice tungro spherical virus,RTSV,Shen,M95497,Complete genome,ssRNA(+),plants
10264,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Waikavirus AcYV1,E,Actinidia yellowing virus 1,AYV1-ZhouzhiAcYV1,NA,MN180070,Complete genome,ssRNA(+),plants
10265,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Waikavirus BCWVA,E,blackcurrant waikavirus A,OregonBCWVA,NA,MN701059,Complete genome,ssRNA(+),plants
10266,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Waikavirus BnRV1,E,brassica napus RNA virus 1,SP2SBnRV1,NA,MH844554,Complete genome,ssRNA(+),plants
10267,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Waikavirus PoLV1,E,poaceae Liege virus 1,AntheitPoLV1,NA,MW289237,Complete coding genome,ssRNA(+),plants
10268,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Waikavirus PWaiV,E,persimmon waikavirus,Waika4PWaiV,NA,LC488189,Complete genome,ssRNA(+),plants
10269,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Secoviridae,NA,Waikavirus,NA,Waikavirus RCaV1,E,red clover-associated virus 1,NURH6-2017RCaV1,NA,MH325329,Complete genome,ssRNA(+),plants
10270,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Solinviviridae,NA,Invictavirus,NA,Solenopsis invicta virus 3,E,Solenopsis invicta virus 3,SINV3,DM,FJ528584,Complete genome,ssRNA(+),invertebrates
10271,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Picornavirales,NA,Solinviviridae,NA,Nyfulvavirus,NA,Nylanderia fulva virus 1,E,Nylanderia fulva virus 1,NfV1,Florida initial,KX024775,Complete coding genome,ssRNA(+),invertebrates
10272,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Alvernaviridae,NA,Dinornavirus,NA,Heterocapsa circularisquama RNA virus 01,E,Heterocapsa circularisquama RNA virus 01,HcRNAV01,34,AB218608,Complete genome,ssRNA(+),algae
10273,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Barnaviridae,NA,Barnavirus,NA,Mushroom bacilliform virus,E,Mushroom bacilliform virus,MBV,AUS LF-1,U07551,Complete genome,ssRNA(+),fungi
10274,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Enamovirus,NA,Alfalfa enamovirus 1,E,alfalfa enamovirus 1,AEV1,Argentina:Manfredi,KU297983,Complete genome,ssRNA(+),plants
10275,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Enamovirus,NA,Birdsfoot trefoil enamovirus 1,E,bird's-foot trefoil enamovirus 1,BFTEV1,China:Shaanxi Qinling Mountains,NA,No entry in Genbank,ssRNA(+),plants
10276,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Enamovirus,NA,Citrus vein enation virus,E,citrus vein enation virus,CVEV,Spain:VE-1,HF679486,Complete genome,ssRNA(+),plants
10277,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Enamovirus,NA,Grapevine enamovirus 1,E,grapevine enamovirus 1,GEV1,Brazil:CS-BR,KX645875,Complete coding genome,ssRNA(+),plants
10278,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Enamovirus,NA,Grapevine enamovirus 1,A,grapevine enamovirus 1,GEV1,China: SD-CG,MT536978,Complete genome,ssRNA(+),plants
10279,3,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Enamovirus,NA,Grapevine enamovirus 1,A,grapevine enamovirus 1,GEV1,Brazil:SE-BR,KY820716,Complete coding genome,ssRNA(+),plants
10280,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Enamovirus,NA,Pea enation mosaic virus 1,E,pea enation mosaic virus 1,PEMV1,USA:Idaho,HM439775,Complete genome,ssRNA(+),plants
10281,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Enamovirus,NA,Pea enation mosaic virus 1,A,pea enation mosaic virus 1,PEMV1,USA:Wisconsin WSG,L04573,Complete genome,ssRNA(+),plants
10282,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polemovirus,NA,Poinsettia latent virus,E,poinsettia latent virus,PnLV,Germany:cv Angelika,AJ867490,Complete genome,ssRNA(+),plants
10283,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Beet chlorosis virus,E,beet chlorosis virus,BChV,England:2a,AF352024,Complete genome,ssRNA(+),plants
10284,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Beet mild yellowing virus,E,beet mild yellowing virus,BMYV,France:2ITB,X83110,Complete genome,ssRNA(+),plants
10285,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Beet western yellows virus,E,beet western yellows virus,BWYV,USA,AF473561,Complete genome,ssRNA(+),plants
10286,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Carrot red leaf virus,E,carrot red leaf virus,CtRLV,England:Berkshire UK1,AY695933,Complete genome,ssRNA(+),plants
10287,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Cereal yellow dwarf virus RPS,E,cereal yellow dwarf virus-RPS,CYDV-RPS,Mexico:Toluca Mex-1,AF235168,Complete genome,ssRNA(+),plants
10288,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Cereal yellow dwarf virus RPV,E,cereal yellow dwarf virus-RPV,CYDV-RPV,USA:New York NY,L25299,Complete genome,ssRNA(+),plants
10289,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Chickpea chlorotic stunt virus,E,chickpea chlorotic stunt virus,CpCSV,Ethiopia:Ambo Et-fb-am1,AY956384,Complete genome,ssRNA(+),plants
10290,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Cotton leafroll dwarf virus,E,cotton leafroll dwarf virus,CLDV,Argentina:Chaco,GU167940,Complete genome,ssRNA(+),plants
10291,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Cucurbit aphid-borne yellows virus,E,cucurbit aphid-borne yellows virus,CAbYV,France:N,X76931,Complete genome,ssRNA(+),plants
10292,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Faba bean polerovirus 1,E,faba bean polerovirus 1,FBPV1,Australia:5253,MH464873,Complete genome,ssRNA(+),plants
10293,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Maize yellow dwarf virus RMV,E,maize yellow dwarf virus-RMV,MYDV-RMV,USA:Montana MTFE87,KC921392,Complete genome,ssRNA(+),plants
10294,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Maize yellow mosaic virus,E,maize yellow mosaic virus,MaYMV,China:Yunnan11,KU248489,Complete genome,ssRNA(+),plants
10295,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Maize yellow mosaic virus,A,maize yellow mosaic virus,MaYMV,China:Anhui RMV-2,KT992824,Complete genome,ssRNA(+),plants
10296,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Melon aphid-borne yellows virus,E,melon aphid-borne yellows virus,MABYV,China:Beijing,EU000534,Complete genome,ssRNA(+),plants
10297,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Pepo aphid-borne yellows virus,E,pepo aphid-borne yellows virus,PABYV,South Africa:RSA-BB-Marrow,KU315178,Complete genome,ssRNA(+),plants
10298,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Pepper vein yellows virus 1,E,pepper vein yellows virus 1,PeVYV-1,Japan:Okinawa,AB594828,Complete genome,ssRNA(+),plants
10299,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Pepper vein yellows virus 2,E,pepper vein yellows virus 2,PeVYV-2,Israel:IS,HM439608,Complete genome,ssRNA(+),plants
10300,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Pepper vein yellows virus 3,E,pepper vein yellows virus 3,PeVYV-3,China:Hunan Chansha HN,KP326573,Complete genome,ssRNA(+),plants
10301,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Pepper vein yellows virus 4,E,pepper vein yellows virus 4,PeVYV-4,Australia:Kimberley 12KNX1,KU999109,Complete genome,ssRNA(+),plants
10302,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Pepper vein yellows virus 5,E,pepper vein yellows virus 5,PeVYV-5,Spain: Almeira 2-2013,KY523072,Complete genome,ssRNA(+),plants
10303,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Pepper vein yellows virus 6,E,pepper vein yellows virus 6,PeVYV-6,Greece:PX3,LT559483,Complete genome,ssRNA(+),plants
10304,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Potato leafroll virus,E,potato leafroll virus,PLRV,Canada,D13954,Complete genome,ssRNA(+),plants
10305,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Pumpkin polerovirus,E,pumpkin polerovirus,PuPV,Kenya:Nyeri PuPV,MG800833,Complete genome,ssRNA(+),plants
10306,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Suakwa aphid-borne yellows virus,E,suakwa aphid-borne yellows virus,SAbYV,Taiwan:Kaohsiung TW19,JQ700308,Complete genome,ssRNA(+),plants
